drug_id	target_id	drug_target_references
DB00686	BE0000326	
DB00687	BE0000668	
DB00687	BE0000794	
DB00688	BE0000761	
DB00688	BE0000722	
DB00688	BE0004520	
DB00689	BE0000488	
DB00690	BE0004797	
DB00690	BE0008668	
DB00691	BE0000221	
DB00692	BE0000289	
DB00692	BE0000501	
DB00692	BE0000575	
DB00692	BE0000715	
DB00693	BE0003837	
DB00693	BE0004796	
DB00694	BE0004796	
DB00694	BE0000742	
DB00694	BE0002425	
DB00695	BE0000502	
DB00695	BE0000322	
DB00695	BE0005562	
DB00696	BE0000659	
DB00696	BE0000797	
DB00696	BE0000451	
DB00696	BE0000756	
DB00696	BE0000501	
DB00696	BE0000575	
DB00696	BE0000715	
DB00696	BE0000289	
DB00696	BE0004889	
DB00696	BE0000291	
DB00696	BE0000460	
DB00696	BE0000533	
DB00696	BE0000393	
DB00696	BE0000342	
DB00697	BE0004864	
DB00697	BE0003580	
DB00697	BE0004863	
DB00698	BE0002361	
DB00698	BE0000621	
DB00698	BE0000158	
DB00699	BE0000501	
DB00700	BE0000668	
DB00701	BE0004854	
DB00703	BE0000267	
DB00703	BE0000535	
DB00703	BE0000322	
DB00703	BE0003629	
DB00703	BE0003625	
DB00704	BE0000420	
DB00704	BE0000770	
DB00704	BE0000632	
DB00704	BE0000290	
DB00705	BE0004136	
DB00706	BE0000501	
DB00706	BE0000715	
DB00706	BE0000575	
DB00707	BE0000499	
DB00707	BE0000710	
DB00708	BE0000770	
DB00708	BE0000420	
DB00708	BE0000632	
DB00709	BE0004136	
DB00709	BE0004796	
DB00709	BE0000555	
DB00710	BE0000776	
DB00710	BE0004801	
DB00710	BE0003570	
DB00711	BE0000248	
DB00711	BE0000017	
DB00712	BE0000017	
DB00712	BE0000262	
DB00713	BE0004643	
DB00713	BE0004644	
DB00713	BE0004290	
DB00713	BE0003624	
DB00713	BE0004335	
DB00713	BE0000576	
DB00713	BE0001018	
DB00713	BE0008389	
DB00713	BE0001134	
DB00714	BE0000389	
DB00714	BE0000756	
DB00714	BE0000581	
DB00714	BE0000145	
DB00714	BE0000020	
DB00714	BE0000342	
DB00714	BE0000572	
DB00714	BE0000291	
DB00714	BE0000451	
DB00714	BE0000393	
DB00714	BE0000533	
DB00714	BE0000289	
DB00714	BE0000659	
DB00714	BE0000797	
DB00715	BE0000749	
DB00715	BE0000486	
DB00715	BE0000451	
DB00715	BE0004863	
DB00715	BE0004864	
DB00715	BE0004872	
DB00715	BE0000756	
DB00715	BE0000442	
DB00715	BE0004862	
DB00715	BE0004890	
DB00715	BE0000393	
DB00715	BE0004889	
DB00716	BE0000705	
DB00716	BE0000099	
DB00716	BE0000995	
DB00716	BE0000296	
DB00716	BE0001120	
DB00717	BE0000557	
DB00717	BE0000132	
DB00717	BE0000794	
DB00718	BE0000312	
DB00719	BE0000442	
DB00720	BE0004801	
DB00720	BE0000599	
DB00720	BE0000709	
DB00720	BE0000624	
DB00721	BE0000177	
DB00721	BE0000641	
DB00721	BE0000311	
DB00721	BE0000647	
DB00721	BE0000738	
DB00721	BE0004906	
DB00721	BE0000657	
DB00721	BE0009743	
DB00721	BE0004909	
DB00721	BE0000892	
DB00721	BE0009880	
DB00722	BE0000221	
DB00722	BE0000270	
DB00723	BE0000501	
DB00723	BE0000575	
DB00723	BE0000715	
DB00724	BE0000155	
DB00724	BE0003518	
DB00725	BE0000560	
DB00725	BE0000092	
DB00725	BE0000405	
DB00725	BE0000247	
DB00725	BE0000045	
DB00726	BE0000749	
DB00726	BE0000486	
DB00726	BE0000647	
DB00726	BE0000451	
DB00726	BE0000291	
DB00726	BE0000501	
DB00726	BE0000575	
DB00726	BE0000756	
DB00726	BE0000572	
DB00726	BE0000442	
DB00726	BE0000533	
DB00726	BE0000311	
DB00726	BE0000659	
DB00726	BE0000289	
DB00726	BE0004889	
DB00726	BE0004872	
DB00726	BE0004890	
DB00726	BE0004882	
DB00727	BE0000556	
DB00728	BE0000738	
DB00728	BE0000560	
DB00728	BE0000311	
DB00730	BE0000548	
DB00731	BE0000207	
DB00731	BE0000215	
DB00732	BE0000738	
DB00733	BE0000426	
DB00733	BE0002180	
DB00734	BE0000451	
DB00734	BE0000756	
DB00734	BE0000575	
DB00734	BE0000572	
DB00734	BE0000501	
DB00734	BE0000342	
DB00734	BE0000442	
DB00734	BE0000533	
DB00734	BE0000659	
DB00734	BE0000291	
DB00734	BE0000650	
DB00734	BE0004915	
DB00734	BE0000020	
DB00735	BE0000577	
DB00736	BE0000349	
DB00736	BE0000766	
DB00737	BE0000442	
DB00737	BE0003848	
DB00738	BE0004796	
DB00738	BE0002517	
DB00739	BE0004644	
DB00739	BE0004335	
DB00739	BE0004643	
DB00739	BE0004290	
DB00739	BE0003624	
DB00740	BE0000197	
DB00740	BE0000030	
DB00741	BE0000794	
DB00741	BE0000422	
DB00744	BE0000248	
DB00745	BE0000647	
DB00745	BE0000575	
DB00746	BE0004807	
DB00746	BE0004818	
DB00746	BE0003392	
DB00747	BE0000092	
DB00747	BE0001176	
DB00747	BE0000560	
DB00747	BE0000045	
DB00747	BE0000405	
DB00747	BE0000247	
DB00747	BE0000849	
DB00747	BE0000850	
DB00748	BE0000442	
DB00749	BE0000262	
DB00749	BE0000017	
DB00749	BE0000412	
DB00750	BE0000197	
DB00751	BE0000442	
DB00751	BE0000112	
DB00751	BE0000501	
DB00751	BE0000289	
DB00751	BE0000451	
DB00751	BE0000650	
DB00752	BE0002196	
DB00752	BE0002198	
DB00753	BE0000795	
DB00753	BE0000218	
DB00753	BE0000433	
DB00753	BE0000640	
DB00753	BE0000781	
DB00753	BE0000484	
DB00753	BE0000418	
DB00753	BE0004797	
DB00753	BE0000849	
DB00753	BE0000850	
DB00754	BE0000197	
DB00754	BE0000956	
DB00755	BE0000078	
DB00755	BE0000707	
DB00755	BE0000144	
DB00755	BE0000554	
DB00755	BE0000697	
DB00755	BE0000513	
DB00755	BE0000653	
DB00755	BE0000663	
DB00755	BE0000206	
DB00755	BE0005828	
DB00755	BE0005829	
DB00755	BE0000314	
DB00755	BE0004284	
DB00755	BE0000412	
DB00755	BE0003480	
DB00755	BE0009044	
DB00755	BE0009043	
DB00755	BE0001167	
DB00756	BE0000114	
DB00756	BE0002252	
DB00756	BE0000180	
DB00756	BE0000123	
DB00757	BE0000311	
DB00758	BE0000110	
DB00759	BE0004653	
DB00759	BE0003708	
DB00759	BE0004651	
DB00759	BE0004652	
DB00759	BE0003710	
DB00759	BE0004799	
DB00759	BE0001105	
DB00759	BE0008391	
DB00759	BE0001092	
DB00760	BE0000744	
DB00761	BE0000281	
DB00761	BE0000502	
DB00761	BE0000047	
DB00761	BE0000140	
DB00761	BE0000276	
DB00761	BE0000601	
DB00762	BE0000971	
DB00762	BE0000091	
DB00763	BE0000507	
DB00764	BE0000794	
DB00764	BE0000557	
DB00765	BE0000614	
DB00766	BE0009711	
DB00767	BE0000442	
DB00767	BE0000405	
DB00767	BE0000092	
DB00767	BE0000247	
DB00767	BE0000560	
DB00767	BE0000045	
DB00768	BE0000442	
DB00768	BE0000112	
DB00768	BE0000968	
DB00768	BE0001090	
DB00768	BE0001206	
DB00768	BE0001177	
DB00768	BE0000885	
DB00768	BE0003602	
DB00769	BE0000794	
DB00770	BE0000368	
DB00770	BE0000064	
DB00770	BE0003561	
DB00771	BE0000092	
DB00772	BE0002180	
DB00773	BE0000742	
DB00773	BE0002425	
DB00774	BE0003629	
DB00774	BE0002437	
DB00774	BE0000502	
DB00774	BE0000732	
DB00774	BE0000553	
DB00774	BE0000267	
DB00774	BE0000322	
DB00774	BE0000535	
DB00774	BE0001653	
DB00775	BE0000439	
DB00775	BE0001155	
DB00776	BE0004901	
DB00777	BE0000442	
DB00777	BE0004890	
DB00777	BE0000501	
DB00777	BE0000756	
DB00777	BE0000451	
DB00777	BE0000533	
DB00778	BE0000743	
DB00778	BE0001032	
DB00779	BE0004796	
DB00780	BE0002198	
DB00780	BE0002196	
DB00780	BE0001002	
DB00780	BE0000253	
DB00780	BE0000667	
DB00780	BE0002166	
DB00780	BE0002173	
DB00782	BE0000092	
DB00783	BE0000123	
DB00783	BE0000792	
DB00783	BE0000956	
DB00783	BE0000849	
DB00783	BE0003446	
DB00783	BE0009014	
DB00783	BE0009015	
DB00784	BE0000262	
DB00784	BE0000017	
DB00785	BE0000560	
DB00785	BE0004872	
DB00786	BE0000920	
DB00786	BE0000642	
DB00786	BE0001116	
DB00786	BE0003690	
DB00786	BE0001182	
DB00786	BE0000058	
DB00786	BE0003689	
DB00786	BE0003691	
DB00786	BE0001198	
DB00786	BE0000966	
DB00786	BE0003692	
DB00786	BE0003693	
DB00786	BE0001637	
DB00786	BE0003694	
DB00786	BE0003695	
DB00786	BE0003696	
DB00786	BE0003697	
DB00786	BE0003698	
DB00786	BE0003699	
DB00786	BE0009742	
DB00786	BE0003701	
DB00786	BE0003702	
DB00786	BE0003703	
DB00787	BE0001403	
DB00787	BE0000308	
DB00787	BE0000633	
DB00788	BE0000017	
DB00788	BE0004038	
DB00788	BE0000262	
DB00789	BE0003559	
DB00790	BE0000221	
DB00790	BE0009094	
DB00791	BE0004796	
DB00792	BE0000442	
DB00794	BE0000795	
DB00794	BE0000381	
DB00794	BE0000523	
DB00794	BE0000478	
DB00794	BE0000471	
DB00794	BE0000764	
DB00794	BE0000849	
DB00794	BE0002341	
DB00794	BE0000829	
DB00794	BE0000826	
DB00794	BE0004797	
DB00795	BE0000248	
DB00795	BE0000262	
DB00795	BE0000017	
DB00795	BE0000215	
DB00795	BE0004655	
DB00795	BE0001154	
DB00795	BE0000030	
DB00795	BE0000069	
DB00795	BE0001893	
DB00795	BE0003997	
DB00796	BE0000062	
DB00797	BE0000501	
DB00797	BE0000289	
DB00797	BE0000442	
DB00797	BE0000112	
DB00797	BE0000342	
DB00797	BE0000572	
DB00798	BE0000279	
DB00798	BE0004799	
DB00798	BE0000942	
DB00798	BE0001601	
DB00798	BE0000330	
DB00799	BE0000663	
DB00799	BE0000078	
DB00799	BE0000144	
DB00799	BE0000206	
DB00800	BE0000145	
DB00800	BE0000020	
DB00800	BE0000572	
DB00800	BE0000342	
DB00800	BE0000289	
DB00800	BE0000575	
DB00800	BE0000715	
DB00800	BE0000501	
DB00801	BE0004797	
DB00801	BE0008668	
DB00802	BE0000770	
DB00803	BE0004833	
DB00804	BE0000092	
DB00804	BE0000560	
DB00805	BE0002198	
DB00805	BE0000393	
DB00805	BE0000451	
DB00805	BE0000533	
DB00805	BE0000426	
DB00805	BE0000749	
DB00805	BE0000020	
DB00805	BE0000756	
DB00805	BE0000092	
DB00806	BE0000013	
DB00806	BE0000924	
DB00806	BE0009788	
DB00806	BE0001096	
DB00807	BE0000177	
DB00808	BE0000419	
DB00809	BE0000405	
DB00809	BE0000092	
DB00809	BE0000560	
DB00809	BE0000045	
DB00810	BE0000092	
DB00811	BE0000761	
DB00811	BE0000722	
DB00811	BE0000681	
DB00811	BE0000282	
DB00811	BE0001261	
DB00812	BE0000262	
DB00812	BE0000117	
DB00812	BE0000017	
DB00813	BE0000770	
DB00813	BE0000420	
DB00813	BE0000632	
DB00813	BE0001032	
DB00814	BE0000262	
DB00814	BE0000017	
DB00816	BE0000694	
DB00817	BE0000799	
DB00817	BE0000798	
DB00818	BE0002346	
DB00818	BE0002345	
DB00818	BE0002083	
DB00818	BE0002081	
DB00818	BE0004797	
DB00819	BE0000267	
DB00819	BE0000322	
DB00819	BE0000535	
DB00819	BE0001653	
DB00819	BE0003634	
DB00819	BE0003625	
DB00819	BE0003629	
DB00819	BE0000880	
DB00820	BE0000182	
DB00820	BE0003558	
DB00821	BE0000262	
DB00821	BE0000017	
DB00822	BE0000133	
DB00822	BE0000138	
DB00823	BE0000557	
DB00823	BE0000123	
DB00824	BE0001133	
DB00824	BE0000487	
DB00824	BE0000241	
DB00824	BE0000013	
DB00824	BE0000924	
DB00824	BE0000354	
DB00825	BE0001186	
DB00825	BE0001122	
DB00825	BE0003416	
DB00825	BE0000632	
DB00825	BE0008715	
DB00826	BE0004803	
DB00827	BE0000366	
DB00827	BE0004796	
DB00828	BE0000468	
DB00829	BE0004797	
DB00829	BE0008668	
DB00830	BE0000486	
DB00830	BE0000647	
DB00831	BE0000756	
DB00831	BE0000666	
DB00831	BE0000501	
DB00831	BE0000418	
DB00831	BE0001024	
DB00831	BE0004350	
DB00833	BE0004643	
DB00833	BE0000576	
DB00834	BE0000557	
DB00834	BE0000794	
DB00834	BE0008983	
DB00834	BE0000956	
DB00835	BE0000442	
DB00835	BE0000092	
DB00835	BE0000560	
DB00835	BE0000045	
DB00835	BE0000405	
DB00835	BE0000247	
DB00836	BE0000770	
DB00836	BE0000420	
DB00836	BE0000632	
DB00836	BE0000356	
DB00836	BE0000947	
DB00836	BE0000418	
DB00836	BE0003848	
DB00837	BE0000217	
DB00837	BE0000795	
DB00838	BE0000794	
DB00839	BE0008670	
DB00841	BE0000172	
DB00841	BE0000694	
DB00841	BE0004863	
DB00841	BE0000123	
DB00842	BE0004797	
DB00842	BE0008668	
DB00843	BE0000426	
DB00843	BE0000451	
DB00843	BE0002180	
DB00843	BE0000067	
DB00843	BE0004952	
DB00843	BE0001051	
DB00843	BE0004903	
DB00843	BE0004956	
DB00844	BE0000632	
DB00844	BE0000770	
DB00844	BE0000420	
DB00845	BE0000215	
DB00845	BE0004716	
DB00846	BE0000794	
DB00847	BE0004827	
DB00847	BE0002419	
DB00848	BE0003585	
DB00848	BE0000896	
DB00848	BE0004925	
DB00848	BE0004926	
DB00848	BE0004927	
DB00848	BE0004928	
DB00849	BE0000795	
DB00849	BE0000381	
DB00849	BE0000523	
DB00849	BE0000478	
DB00849	BE0000471	
DB00849	BE0000764	
DB00849	BE0000849	
DB00849	BE0002341	
DB00849	BE0000829	
DB00849	BE0000826	
DB00849	BE0000956	
DB00850	BE0000756	
DB00850	BE0000020	
DB00850	BE0000418	
DB00851	BE0004796	
DB00851	BE0000716	
DB00851	BE0003559	
DB00852	BE0000486	
DB00852	BE0000647	
DB00852	BE0000501	
DB00852	BE0000289	
DB00852	BE0000749	
DB00852	BE0000694	
DB00852	BE0000172	
DB00852	BE0004878	
DB00852	BE0000704	
DB00852	BE0001086	
DB00852	BE0004924	
DB00852	BE0001029	
DB00853	BE0004796	
DB00854	BE0000770	
DB00854	BE0000420	
DB00854	BE0000632	
DB00855	BE0000050	
DB00857	BE0004670	
DB00857	BE0000577	
DB00858	BE0000132	
DB00859	BE0004825	
DB00860	BE0000794	
DB00861	BE0000262	
DB00861	BE0000017	
DB00862	BE0000182	
DB00862	BE0003556	
DB00862	BE0003557	
DB00863	BE0000112	
DB00863	BE0000426	
DB00864	BE0000695	
DB00865	BE0000118	
DB00865	BE0000289	
DB00865	BE0000501	
DB00865	BE0000647	
DB00866	BE0000172	
DB00866	BE0000694	
DB00866	BE0000291	
DB00866	BE0001012	
DB00867	BE0000694	
DB00868	BE0000197	
DB00869	BE0000322	
DB00869	BE0000535	
DB00869	BE0000267	
DB00869	BE0003625	
DB00870	BE0000017	
DB00870	BE0000262	
DB00871	BE0000694	
DB00871	BE0001012	
DB00871	BE0000172	
DB00872	BE0000165	
DB00872	BE0000293	
DB14596	BE0000794	
DB00874	BE0004956	
DB00875	BE0000756	
DB00875	BE0000451	
DB00875	BE0000020	
DB00875	BE0000501	
DB00875	BE0000092	
DB00876	BE0000062	
DB00877	BE0002386	
DB00877	BE0000695	
DB00877	BE0001015	
DB00878	BE0004833	
DB00879	BE0004136	
DB00880	BE0000419	
DB00880	BE0000267	
DB00880	BE0000322	
DB00881	BE0000221	
DB00882	BE0000123	
DB00882	BE0000685	
DB00883	BE0000556	
DB00884	BE0000776	
DB00884	BE0004801	
DB00886	BE0000221	
DB00886	BE0000266	
DB00887	BE0000502	
DB00887	BE0000281	
DB00887	BE0000601	
DB00887	BE0000047	
DB00887	BE0001195	
DB00888	BE0004796	
DB00889	BE0000311	
DB00890	BE0000123	
DB00890	BE0000685	
DB00891	BE0000120	
DB00892	BE0000177	
DB00893	BE0000629	
DB00893	BE0000130	
DB00893	BE0000399	
DB00893	BE0000085	
DB00894	BE0002090	
DB00895	BE0000049	
DB00895	BE0000015	
DB00896	BE0000794	
DB00897	BE0004797	
DB00897	BE0008668	
DB00898	BE0000795	
DB00898	BE0000641	
DB00898	BE0000433	
DB00898	BE0000745	
DB00898	BE0000303	
DB00898	BE0000311	
DB00898	BE0000381	
DB00898	BE0000411	
DB00898	BE0000430	
DB00898	BE0000471	
DB00898	BE0000478	
DB00898	BE0000523	
DB00898	BE0000640	
DB00898	BE0000679	
DB00898	BE0000738	
DB00898	BE0000764	
DB00898	BE0000829	
DB00898	BE0000830	
DB00898	BE0000831	
DB00898	BE0000849	
DB00898	BE0000850	
DB00898	BE0001028	
DB00898	BE0001030	
DB00898	BE0001114	
DB00898	BE0001204	
DB00898	BE0002218	
DB00898	BE0002341	
DB00898	BE0002343	
DB00898	BE0002344	
DB00898	BE0002345	
DB00898	BE0002346	
DB00898	BE0002355	
DB00898	BE0002359	
DB00898	BE0003584	
DB00898	BE0003585	
DB00898	BE0003586	
DB00898	BE0003587	
DB00898	BE0003588	
DB00898	BE0003593	
DB00898	BE0003594	
DB00898	BE0003595	
DB00898	BE0003596	
DB00898	BE0003597	
DB00898	BE0003599	
DB00898	BE0004706	
DB00898	BE0009586	
DB00898	BE0009583	
DB00898	BE0009585	
DB00898	BE0009584	
DB00898	BE0005108	
DB00898	BE0005190	
DB00898	BE0008999	
DB00899	BE0000770	
DB00899	BE0000420	
DB00899	BE0000632	
DB00900	BE0004136	
DB00900	BE0000250	
DB00901	BE0000694	
DB00902	BE0000442	
DB00903	BE0000732	
DB00903	BE0000502	
DB00903	BE0009011	
DB00903	BE0000814	
DB00904	BE0000311	
DB00904	BE0000084	
DB00904	BE0000770	
DB00904	BE0000291	
DB00904	BE0000797	
DB00905	BE0000610	
DB00905	BE0000064	
DB00905	BE0002375	
DB00906	BE0000249	
DB00907	BE0000647	
DB00907	BE0000486	
DB00907	BE0004901	
DB00907	BE0000749	
DB00907	BE0000092	
DB00907	BE0000560	
DB00907	BE0000156	
DB00907	BE0002705	
DB00908	BE0000197	
DB00908	BE0000154	
DB00908	BE0000680	
DB00908	BE0000090	
DB00908	BE0000501	
DB00908	BE0000575	
DB00908	BE0000715	
DB00909	BE0000141	
DB00909	BE0002081	
DB00909	BE0002082	
DB00909	BE0002083	
DB00909	BE0000197	
DB00909	BE0001143	
DB00909	BE0000192	
DB00909	BE0003635	
DB00909	BE0003636	
DB00909	BE0003637	
DB00909	BE0003638	
DB00909	BE0000483	
DB00909	BE0000864	
DB00909	BE0000012	
DB00909	BE0000267	
DB00909	BE0000322	
DB00909	BE0003625	
DB00909	BE0000535	
DB00909	BE0003626	
DB00909	BE0003627	
DB00909	BE0003628	
DB00909	BE0003629	
DB00909	BE0003630	
DB00909	BE0002437	
DB00909	BE0003631	
DB00909	BE0003632	
DB00909	BE0001653	
DB00909	BE0003633	
DB00909	BE0003634	
DB00909	BE0002196	
DB00909	BE0002198	
DB00910	BE0000779	
DB00911	BE0004796	
DB00912	BE0000207	
DB00912	BE0000215	
DB00913	BE0000770	
DB00914	BE0000677	
DB00914	BE0002441	
DB00915	BE0000630	
DB00915	BE0000641	
DB00915	BE0002341	
DB00915	BE0000756	
DB00915	BE0000849	
DB00915	BE0003585	
DB00916	BE0004435	
DB00916	BE0009695	
DB00916	BE0009696	
DB00917	BE0000368	
DB00917	BE0000064	
DB00917	BE0002375	
DB00917	BE0003522	
DB00917	BE0003561	
DB00918	BE0000797	
DB00918	BE0000659	
DB00919	BE0000279	
DB00920	BE0000442	
DB00920	BE0003559	
DB00921	BE0000770	
DB00921	BE0000632	
DB00921	BE0000420	
DB00921	BE0002378	
DB00922	BE0001024	
DB00922	BE0000708	
DB00922	BE0002441	
DB00922	BE0000436	
DB00923	BE0003688	
DB00924	BE0000451	
DB00924	BE0000393	
DB00924	BE0000533	
DB00924	BE0000945	
DB00924	BE0000749	
DB00924	BE0000486	
DB00924	BE0000650	
DB00924	BE0002442	
DB00924	BE0003539	
DB00925	BE0000501	
DB00925	BE0000289	
DB00925	BE0000342	
DB00925	BE0000572	
DB00925	BE0000418	
DB00925	BE0000694	
DB00925	BE0000575	
DB00925	BE0000715	
DB00926	BE0000663	
DB00926	BE0000412	
DB00926	BE0000206	
DB00926	BE0000707	
DB00926	BE0000078	
DB00926	BE0000144	
DB00927	BE0000112	
DB00928	BE0000892	
DB00928	BE0004810	
DB00928	BE0004796	
DB00929	BE0002375	
DB00929	BE0000368	
DB00929	BE0003522	
DB00929	BE0000064	
DB00930	BE0004809	
DB00931	BE0004799	
DB00932	BE0004854	
DB00933	BE0000451	
DB00933	BE0000756	
DB00934	BE0000486	
DB00934	BE0000442	
DB00934	BE0000092	
DB00934	BE0000560	
DB00934	BE0000045	
DB00934	BE0000405	
DB00934	BE0000247	
DB00934	BE0004863	
DB00934	BE0000451	
DB00934	BE0000533	
DB00934	BE0000650	
DB00934	BE0000756	
DB00934	BE0004864	
DB00935	BE0000501	
DB00935	BE0000289	
DB00935	BE0000342	
DB00935	BE0000572	
DB00935	BE0000575	
DB00935	BE0000715	
DB00936	BE0000017	
DB00936	BE0000262	
DB00936	BE0000126	
DB00937	BE0000486	
DB00937	BE0000647	
DB00938	BE0000694	
DB00938	BE0000172	
DB00938	BE0001012	
DB00939	BE0000017	
DB00939	BE0000262	
DB00939	BE0000248	
DB00939	BE0000897	
DB00939	BE0002398	
DB00940	BE0000092	
DB00940	BE0000112	
DB00940	BE0000560	
DB00940	BE0000045	
DB00940	BE0000405	
DB00940	BE0000247	
DB00941	BE0002180	
DB00942	BE0000092	
DB00943	BE0004136	
DB00944	BE0000426	
DB00944	BE0002180	
DB00945	BE0000017	
DB00945	BE0000262	
DB00945	BE0000126	
DB00945	BE0004907	
DB00945	BE0000521	
DB00945	BE0003380	
DB00945	BE0001098	
DB00945	BE0004876	
DB00945	BE0003469	
DB00945	BE0004952	
DB00945	BE0000444	
DB00945	BE0001162	
DB00945	BE0001154	
DB00945	BE0009668	
DB00945	BE0001027	
DB00945	BE0004689	
DB00945	BE0009045	
DB00945	BE0009669	
DB00946	BE0000713	
DB00947	BE0000123	
DB00948	BE0000576	
DB00948	BE0004643	
DB00948	BE0003579	
DB00949	BE0000417	
DB00949	BE0000760	
DB00950	BE0000442	
DB00951	BE0000466	
DB00951	BE0000332	
DB00951	BE0002887	
DB00951	BE0002433	
DB00951	BE0002638	
DB00951	BE0003536	
DB00951	BE0001944	
DB00952	BE0000659	
DB00952	BE0000797	
DB00952	BE0000460	
DB00952	BE0000291	
DB00953	BE0000659	
DB00953	BE0000797	
DB00953	BE0000460	
DB00954	BE0004800	
DB00955	BE0000279	
DB00955	BE0004799	
DB00956	BE0000770	
DB00956	BE0000420	
DB00956	BE0000156	
DB00957	BE0000557	
DB00957	BE0000132	
DB00957	BE0000123	
DB00958	BE0004796	
DB00959	BE0000794	
DB00959	BE0000422	
DB00960	BE0000172	
DB00960	BE0000694	
DB00960	BE0000291	
DB00960	BE0000797	
DB00960	BE0001012	
DB00961	BE0000177	
DB00962	BE0000795	
DB00963	BE0000262	
DB00963	BE0000017	
DB00964	BE0000289	
DB00964	BE0000501	
DB00964	BE0000572	
DB00966	BE0000062	
DB00966	BE0000215	
DB00967	BE0000442	
DB00968	BE0000289	
DB00968	BE0002151	
DB00969	BE0000311	
DB00970	BE0004796	
DB00970	BE0004951	
DB00972	BE0000442	
DB00972	BE0000112	
DB00972	BE0003997	
DB00972	BE0001117	
DB00973	BE0000802	
DB00973	BE0000105	
DB00973	BE0001078	
DB00974	BE0004808	
DB00974	BE0004807	
DB00974	BE0004812	
DB00975	BE0000631	
DB00975	BE0002214	
DB00975	BE0000182	
DB00975	BE0001133	
DB00975	BE0009008	
DB00975	BE0000925	
DB00976	BE0004800	
DB00977	BE0000123	
DB00977	BE0000956	
DB00978	BE0000429	
DB00978	BE0000366	
DB00978	BE0000742	
DB00979	BE0000092	
DB00980	BE0000515	
DB00980	BE0000327	
DB00981	BE0000426	
DB00981	BE0000849	
DB00981	BE0000850	
DB00982	BE0000663	
DB00982	BE0000144	
DB00983	BE0000694	
DB00983	BE0000172	
DB00983	BE0001012	
DB00984	BE0000132	
DB00985	BE0000442	
DB00986	BE0000092	
DB00986	BE0000045	
DB00986	BE0000560	
DB00987	BE0000113	
DB00987	BE0004796	
DB00988	BE0000756	
DB00988	BE0000020	
DB00988	BE0000145	
DB00988	BE0000581	
DB00988	BE0000389	
DB00988	BE0000647	
DB00988	BE0000138	
DB00988	BE0000291	
DB00988	BE0000650	
DB00988	BE0004889	
DB00988	BE0000486	
DB00988	BE0000749	
DB00988	BE0000311	
DB00988	BE0009583	
DB00988	BE0002390	
DB00988	BE0000118	
DB00989	BE0000426	
DB00989	BE0002180	
DB00990	BE0002090	
DB00991	BE0000017	
DB00991	BE0000262	
DB00993	BE0001109	
DB00994	BE0000279	
DB00994	BE0004799	
DB00994	BE0000509	
DB00995	BE0000907	
DB00995	BE0001154	
DB00996	BE0000691	
DB00996	BE0002396	
DB00996	BE0009351	
DB00996	BE0000013	
DB00996	BE0002398	
DB00996	BE0002400	
DB00997	BE0004796	
DB00997	BE0000742	
DB00997	BE0005819	
DB00998	BE0000659	
DB00998	BE0000797	
DB00999	BE0000419	
DB00999	BE0000553	
DB01000	BE0004290	
DB01000	BE0004643	
DB01000	BE0003577	
DB01000	BE0004840	
DB01001	BE0000694	
DB01001	BE0000172	
DB01001	BE0001012	
DB01002	BE0000177	
DB01003	BE0001191	
DB01004	BE0000308	
DB01004	BE0004796	
DB01004	BE0001403	
DB01005	BE0000325	
DB01006	BE0002090	
DB01007	BE0000233	
DB01007	BE0000875	
DB01008	BE0004796	
DB01009	BE0000017	
DB01009	BE0000262	
DB01009	BE0003552	
DB01010	BE0000426	
DB01010	BE0002180	
DB01011	BE0000731	
DB01011	BE0001246	
DB01012	BE0000509	
DB01013	BE0000794	
DB01013	BE0000422	
DB01013	BE0000668	
DB01014	BE0000215	
DB01014	BE0000262	
DB01014	BE0000017	
DB01014	BE0000248	
DB01015	BE0000803	
DB01016	BE0008670	
DB01016	BE0000469	
DB01016	BE0000703	
DB01016	BE0000119	
DB01016	BE0004923	
DB01016	BE0000406	
DB01016	BE0001195	
DB01016	BE0009748	
DB01017	BE0000127	
DB01017	BE0000019	
DB01017	BE0004799	
DB01017	BE0001051	
DB01017	BE0000248	
DB01017	BE0000058	
DB01017	BE0000163	
DB01017	BE0000444	
DB01017	BE0001162	
DB01017	BE0001009	
DB01017	BE0009853	
DB01017	BE0000005	
DB01018	BE0000289	
DB01018	BE0000572	
DB01019	BE0000560	
DB01019	BE0000092	
DB01019	BE0000045	
DB01019	BE0000405	
DB01020	BE0003578	
DB01021	BE0000419	
DB01021	BE0000732	
DB01021	BE0000267	
DB01021	BE0000322	
DB01021	BE0000535	
DB01022	BE0000403	
DB01022	BE0000724	
DB01023	BE0000430	
DB01023	BE0000691	
DB01023	BE0002354	
DB01023	BE0002359	
DB01023	BE0002355	
DB01023	BE0000864	
DB01023	BE0002396	
DB01023	BE0000418	
DB01023	BE0003323	
DB01023	BE0003565	
DB01023	BE0000668	
DB01023	BE0003566	
DB01023	BE0001024	
DB01024	BE0000761	
DB01024	BE0000722	
DB01025	BE0001206	
DB01025	BE0000885	
DB01025	BE0000125	
DB01025	BE0000689	
DB01026	BE0000690	
DB01026	BE0000132	
DB01026	BE0000344	
DB01026	BE0004873	
DB01026	BE0000090	
DB01026	BE0000956	
DB01026	BE0003848	
DB01028	BE0000795	
DB01028	BE0000640	
DB01028	BE0000433	
DB01028	BE0000218	
DB01028	BE0000781	
DB01028	BE0000503	
